Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Carbs Metric,Cholesterol Metric,Fat Metric,Sodium Metric,Protein Metric
Pepperoni Lover's® - Large Original Stuffed Crust®; Slice,154.4,20.0,35.0,18.0,2.0,3.0,850.0,55.0,390.0,9.0,0.5,0.5982905982905983,0.9401709401709402,1.332001332001332,1.8162393162393162,0.3076923076923077
Supreme - Large Original Stuffed Crust® Slice,166.4,18.0,36.0,16.0,2.0,3.0,770.0,45.0,370.0,8.0,0.0,0.6486486486486487,0.8108108108108109,1.2636012636012637,1.7342342342342343,0.28828828828828834
Ultimate Cheese Lover's® - Large Original Stuffed Crust® Slice,137.6,16.0,34.0,15.0,2.0,2.0,660.0,40.0,340.0,8.0,0.0,0.6666666666666667,0.7843137254901961,1.2223071046600458,1.6176470588235294,0.29411764705882354
Veggie Lover's® - Large Original Stuffed Crust® Slice,163.0,12.0,37.0,13.0,3.0,3.0,650.0,30.0,300.0,6.0,0.0,0.8222222222222223,0.6666666666666667,1.0389610389610389,1.8055555555555556,0.2888888888888889
Backyard BBQ Chicken - Rectangle Slice,107.4,9.0,34.0,11.0,6.0,2.0,470.0,20.0,260.0,3.5,0.0,0.8717948717948719,0.5128205128205129,0.8991008991008992,1.5064102564102564,0.2820512820512821
Buffalo Chicken - Rectangle Slice,106.3,8.0,32.0,10.0,1.0,2.0,630.0,20.0,240.0,3.0,0.0,0.888888888888889,0.5555555555555556,0.8658008658008658,2.1875,0.2777777777777778
Cheese - Rectangle Slice,102.6,9.0,29.0,10.0,1.0,2.0,460.0,20.0,240.0,4.0,0.0,0.8055555555555556,0.5555555555555556,0.974025974025974,1.5972222222222223,0.2777777777777778
Chicken-Bacon Parmesan - Rectangle Slice,112.6,12.0,28.0,12.0,1.0,2.0,490.0,25.0,270.0,4.5,0.0,0.691358024691358,0.6172839506172839,1.1544011544011545,1.5123456790123457,0.29629629629629634
Hawaiian Chicken - Rectangle Slice,116.3,8.0,30.0,11.0,2.0,2.0,500.0,20.0,230.0,3.0,0.0,0.8695652173913043,0.5797101449275363,0.9034443817052513,1.8115942028985508,0.31884057971014496
Meat Lover's® - Rectangle Slice,121.6,16.0,29.0,13.0,1.0,2.0,670.0,35.0,310.0,6.0,0.0,0.6236559139784946,0.7526881720430108,1.3405948889819856,1.8010752688172043,0.2795698924731183
Pepperoni - Rectangle Pan Slice,100.2,11.0,28.0,10.0,1.0,2.0,490.0,20.0,250.0,4.0,0.0,0.7466666666666667,0.5333333333333333,1.1428571428571428,1.6333333333333333,0.26666666666666666
Pepperoni Lover's® - Rectangle Slice,114.0,14.0,29.0,13.0,1.0,2.0,590.0,35.0,290.0,6.0,0.0,0.6666666666666667,0.8045977011494253,1.2539184952978055,1.6954022988505746,0.2988505747126437
Supreme - Rectangle Slice,118.6,12.0,29.0,11.0,2.0,2.0,520.0,25.0,270.0,4.5,0.0,0.7160493827160495,0.6172839506172839,1.1544011544011545,1.6049382716049383,0.271604938271605
Ultimate Cheese Lover's® - Rectangle Slice,103.5,12.0,28.0,11.0,1.0,2.0,480.0,25.0,260.0,5.0,0.0,0.7179487179487181,0.6410256410256411,1.1988011988011988,1.5384615384615385,0.2820512820512821
Veggie Lover's® - Rectangle Slice,117.1,8.0,30.0,9.0,2.0,2.0,440.0,15.0,220.0,3.0,0.0,0.9090909090909091,0.45454545454545453,0.9445100354191263,1.6666666666666667,0.27272727272727276
"Backyard BBQ Chicken - 18"" Slice",185.4,13.0,57.0,19.0,9.0,3.0,720.0,40.0,420.0,6.0,0.0,0.9047619047619048,0.6349206349206349,0.8039579468150897,1.4285714285714286,0.30158730158730157
"Buffalo Chicken - 18"" Slice",186.7,11.0,54.0,18.0,3.0,3.0,1030.0,35.0,380.0,5.0,0.0,0.9473684210526316,0.6140350877192983,0.7518796992481203,2.2587719298245617,0.31578947368421056
"Cheese & Mushroom - 18"" Slice",205.3,10.0,51.0,17.0,3.0,4.0,710.0,30.0,360.0,5.0,0.0,0.9444444444444444,0.5555555555555556,0.7215007215007214,1.6435185185185186,0.3148148148148148
"Cheese - 18"" Slice",194.9,14.0,51.0,19.0,3.0,4.0,820.0,40.0,410.0,7.0,0.0,0.8292682926829269,0.6504065040650407,0.8869179600886918,1.6666666666666667,0.3089430894308943
"Chicken-Bacon Parmesan - 18"" Slice",211.5,20.0,49.0,22.0,2.0,3.0,830.0,50.0,460.0,8.0,0.0,0.7101449275362319,0.7246376811594203,1.129305477131564,1.5036231884057971,0.31884057971014496
"Four Pepper Pepperoni - 18"" Slice",216.1,13.0,51.0,17.0,4.0,4.0,1160.0,35.0,390.0,6.0,0.0,0.8717948717948719,0.5982905982905983,0.8658008658008658,2.4786324786324787,0.2905982905982906
"Hawaiian Chicken - 18"" Slice",222.5,11.0,54.0,19.0,6.0,4.0,850.0,40.0,390.0,5.0,0.0,0.9230769230769231,0.6837606837606838,0.7326007326007326,1.8162393162393162,0.3247863247863248
"Italian Sausage - 18"" Slice",198.6,18.0,51.0,19.0,3.0,4.0,890.0,45.0,440.0,8.0,0.0,0.7727272727272727,0.6818181818181819,1.062573789846517,1.6856060606060608,0.2878787878787879
"Meat Lover's® - 18"" Slice",217.2,24.0,51.0,22.0,3.0,4.0,1100.0,55.0,500.0,10.0,0.0,0.6799999999999999,0.7333333333333334,1.2467532467532467,1.8333333333333335,0.29333333333333333
"Pepperoni - 18"" Slice",182.1,14.0,50.0,17.0,3.0,4.0,800.0,35.0,390.0,6.0,0.0,0.8547008547008547,0.5982905982905983,0.9324009324009324,1.7094017094017093,0.2905982905982906
"Pepperoni Lover's® - 18"" Slice",208.7,20.0,51.0,22.0,3.0,4.0,980.0,55.0,470.0,10.0,0.5,0.723404255319149,0.7801418439716312,1.1052777010223818,1.7375886524822697,0.3120567375886525
"Supreme - 18"" Slice",231.7,17.0,52.0,19.0,4.0,4.0,860.0,40.0,430.0,7.0,0.0,0.8062015503875969,0.6201550387596899,1.0268800966475384,1.6666666666666667,0.29457364341085274
"Triple Meat Italiano - 18"" Slice",197.7,17.0,50.0,19.0,3.0,4.0,940.0,45.0,430.0,8.0,0.0,0.7751937984496124,0.6976744186046512,1.0268800966475384,1.821705426356589,0.29457364341085274
"Ultimate Cheese Lover's® - 18"" Slice",193.6,21.0,49.0,21.0,2.0,3.0,820.0,50.0,470.0,9.0,0.0,0.6950354609929078,0.7092198581560284,1.160541586073501,1.4539007092198584,0.29787234042553196
"Veggie Lover's® - 18"" Slice",245.3,12.0,54.0,17.0,4.0,5.0,800.0,30.0,390.0,5.0,0.0,0.9230769230769231,0.5128205128205129,0.7992007992007992,1.7094017094017093,0.2905982905982906
Backyard BBQ Chicken - Big New Yorker Slice,164.9,10.0,55.0,17.0,8.0,3.0,630.0,30.0,380.0,4.5,0.0,0.9649122807017545,0.5263157894736842,0.683526999316473,1.3815789473684212,0.29824561403508776
Buffalo Chicken - Big New Yorker Slice,165.2,9.0,52.0,16.0,2.0,3.0,890.0,30.0,350.0,4.0,0.0,0.9904761904761905,0.5714285714285715,0.6679035250463822,2.119047619047619,0.3047619047619048
Cheese - Big New Yorker Slice,162.5,11.0,48.0,16.0,3.0,3.0,590.0,30.0,350.0,5.0,0.0,0.9142857142857144,0.5714285714285715,0.8163265306122449,1.4047619047619049,0.3047619047619048
Chicken-Bacon Parmesan - Big New Yorker Slice,171.8,14.0,47.0,18.0,2.0,3.0,640.0,35.0,380.0,6.0,0.0,0.8245614035087719,0.6140350877192983,0.9569377990430621,1.4035087719298245,0.31578947368421056
Garden Chicken - Big New Yorker Slice,87.5,7.0,7.0,9.0,2.0,2.0,370.0,30.0,120.0,3.5,0.0,0.3888888888888889,1.6666666666666667,1.5151515151515151,2.5694444444444446,0.5
Garden Fresh - Big New Yorker Slice,83.5,6.0,7.0,6.0,2.0,2.0,310.0,20.0,110.0,3.5,0.0,0.4242424242424242,1.2121212121212122,1.4167650531286895,2.3484848484848486,0.36363636363636365
Hawaiian Chicken - Big New Yorker Slice,184.4,9.0,50.0,17.0,3.0,3.0,710.0,30.0,350.0,4.0,0.0,0.9523809523809523,0.5714285714285715,0.6679035250463822,1.6904761904761905,0.3238095238095238
Meat Lover's® - Big New Yorker Slice,190.3,21.0,48.0,20.0,2.0,3.0,960.0,50.0,460.0,8.0,0.0,0.6956521739130435,0.7246376811594203,1.1857707509881423,1.7391304347826086,0.2898550724637681
Pepperoni - Big New Yorker Slice,158.9,13.0,47.0,15.0,2.0,3.0,630.0,30.0,370.0,6.0,0.0,0.846846846846847,0.5405405405405406,0.9126009126009127,1.4189189189189189,0.2702702702702703
Pepperoni Lover's® - Big New Yorker Slice,179.6,18.0,48.0,19.0,2.0,4.0,840.0,50.0,440.0,8.0,0.0,0.7272727272727273,0.7575757575757576,1.062573789846517,1.590909090909091,0.2878787878787879
Supreme - Big New Yorker Slice,188.3,15.0,49.0,16.0,3.0,4.0,730.0,35.0,390.0,6.0,0.0,0.8376068376068376,0.5982905982905983,0.999000999000999,1.5598290598290598,0.27350427350427353
Ultimate Cheese Lover's® - Big New Yorker Slice,157.9,14.0,47.0,17.0,1.0,3.0,620.0,35.0,380.0,6.0,0.0,0.8245614035087719,0.6140350877192983,0.9569377990430621,1.3596491228070176,0.29824561403508776
Veggie Lover's® - Big New Yorker Slice,186.9,9.0,50.0,14.0,3.0,4.0,610.0,20.0,330.0,4.0,0.0,1.0101010101010102,0.4040404040404041,0.7083825265643447,1.5404040404040404,0.2828282828282829
American Chicken Club *Local Specialty* - Personal Pan Pizza® Slice,80.3,9.0,18.0,8.0,2.0,1.0,340.0,20.0,180.0,2.5,0.0,0.6666666666666667,0.7407407407407407,1.2987012987012987,1.5740740740740742,0.29629629629629634
Bacon Cheeseburger (w/ cheddar cheese) - Personal Pan Pizza® Slice,77.6,11.0,17.0,8.0,2.0,1.0,450.0,20.0,200.0,4.5,0.0,0.5666666666666668,0.6666666666666667,1.4285714285714286,1.875,0.26666666666666666
Badger Special *Local Specialty* - Personal Pan Pizza® Slice,74.0,8.0,18.0,7.0,2.0,1.0,350.0,15.0,170.0,3.0,0.0,0.7058823529411765,0.5882352941176471,1.2223071046600458,1.7156862745098038,0.27450980392156865
BBQ Beef - Personal Pan Pizza® Slice,71.9,7.0,19.0,7.0,3.0,1.0,340.0,15.0,160.0,2.5,0.0,0.7916666666666666,0.625,1.1363636363636362,1.7708333333333335,0.2916666666666667
BBQ Chicken *Local Specialty* - Personal Pan Pizza® Slice,80.6,5.0,25.0,8.0,8.0,1.0,380.0,20.0,180.0,2.0,0.0,0.925925925925926,0.7407407407407407,0.7215007215007214,1.7592592592592593,0.29629629629629634
BBQ Lover's *Local Specialty* - Personal Pan Pizza® Slice,77.6,8.0,25.0,7.0,8.0,1.0,410.0,15.0,200.0,3.0,0.0,0.8333333333333334,0.5,1.0389610389610389,1.7083333333333333,0.23333333333333336
Fiesta Taco (Beef) - Personal Pan Pizza® Slice,87.1,10.0,21.0,7.0,2.0,2.0,380.0,15.0,200.0,3.0,0.0,0.7,0.5,1.2987012987012987,1.5833333333333333,0.23333333333333336
Fiesta Taco (Chicken) - Personal Pan Pizza® Slice,88.2,7.0,21.0,8.0,2.0,2.0,340.0,15.0,180.0,2.0,0.0,0.7777777777777778,0.5555555555555556,1.0101010101010102,1.5740740740740742,0.29629629629629634
Garden Chicken *Local Specialty* - Personal Pan Pizza® Slice,80.4,6.0,18.0,8.0,2.0,1.0,330.0,15.0,160.0,2.0,0.0,0.75,0.625,0.974025974025974,1.71875,0.33333333333333337
Garden Fresh *Local Specialty* - Personal Pan Pizza® Slice,82.7,6.0,18.0,6.0,2.0,2.0,290.0,10.0,150.0,2.0,0.0,0.8,0.4444444444444445,1.0389610389610389,1.6111111111111112,0.26666666666666666
Hawaiian *Local Specialty* - Personal Pan Pizza® Slice,70.3,5.0,18.0,6.0,3.0,1.0,330.0,10.0,140.0,2.0,0.0,0.8571428571428571,0.47619047619047616,0.9276437847866419,1.9642857142857144,0.28571428571428575
Italian Classic - Personal Pan Pizza® Slice,,10.0,17.0,8.0,2.0,1.0,400.0,20.0,190.0,4.0,0.0,0.5964912280701755,0.7017543859649122,1.367053998632946,1.7543859649122806,0.2807017543859649
Ohio's Best *Local Specialty* - Personal Pan Pizza® Slice,83.8,9.0,18.0,7.0,2.0,2.0,370.0,15.0,180.0,3.0,0.0,0.6666666666666667,0.5555555555555556,1.2987012987012987,1.7129629629629628,0.2592592592592593
Super Supreme - Personal Pan Pizza® Slice,90.6,11.0,18.0,9.0,2.0,1.0,470.0,20.0,210.0,4.0,0.0,0.5714285714285715,0.6349206349206349,1.3605442176870748,1.8650793650793651,0.28571428571428575
Taco Pizza *Local Specialty* - Personal Pan Pizza® Slice,83.5,7.0,19.0,7.0,2.0,2.0,330.0,15.0,170.0,3.0,0.0,0.7450980392156863,0.5882352941176471,1.0695187165775402,1.6176470588235294,0.27450980392156865
American Chicken Club *Local Specialty* - Small Original Pan™ Slice,73.8,8.0,16.0,7.0,2.0,1.0,320.0,15.0,170.0,2.5,0.0,0.6274509803921569,0.5882352941176471,1.2223071046600458,1.5686274509803921,0.27450980392156865
Fiesta Taco (Beef) - Small Original Pan™ Slice,78.5,8.0,19.0,6.0,2.0,2.0,330.0,10.0,180.0,2.5,0.0,0.7037037037037037,0.37037037037037035,1.1544011544011545,1.5277777777777777,0.22222222222222224
Fiesta Taco (Chicken) - Small Original Pan™ Slice,79.7,7.0,19.0,7.0,2.0,2.0,300.0,10.0,170.0,2.0,0.0,0.7450980392156863,0.39215686274509803,1.0695187165775402,1.4705882352941178,0.27450980392156865
Garden Chicken *Local Specialty* - Small Original Pan™ Slice,70.6,5.0,16.0,7.0,2.0,1.0,290.0,10.0,140.0,2.0,0.0,0.7619047619047619,0.47619047619047616,0.9276437847866419,1.7261904761904765,0.33333333333333337
Garden Fresh *Local Specialty* - Small Original Pan™ Slice,78.7,5.0,17.0,5.0,2.0,1.0,260.0,10.0,130.0,2.0,0.0,0.8717948717948719,0.5128205128205129,0.999000999000999,1.6666666666666667,0.25641025641025644
Ohio's Best *Local Specialty* - Small Original Pan™ Slice,78.6,8.0,16.0,6.0,2.0,1.0,340.0,15.0,160.0,3.0,0.0,0.6666666666666667,0.625,1.2987012987012987,1.7708333333333335,0.25
Super Supreme - Small Original Pan™ Slice,82.7,10.0,16.0,8.0,2.0,1.0,420.0,20.0,180.0,3.5,0.0,0.5925925925925927,0.7407407407407407,1.4430014430014428,1.9444444444444446,0.29629629629629634
Taco Pizza *Local Specialty* - Small Original Pan™ Slice,76.4,7.0,17.0,7.0,2.0,2.0,290.0,15.0,160.0,3.0,0.0,0.7083333333333334,0.625,1.1363636363636362,1.5104166666666667,0.2916666666666667
American Chicken Club *Local Specialty* - Small Hand Tossed Slice,71.8,7.0,17.0,7.0,1.0,1.0,270.0,15.0,160.0,2.5,0.0,0.7083333333333334,0.625,1.1363636363636362,1.40625,0.2916666666666667
Fiesta Taco (Beef) - Small Hand Tossed Slice,76.6,7.0,20.0,6.0,1.0,2.0,280.0,10.0,170.0,2.5,0.0,0.7843137254901961,0.39215686274509803,1.0695187165775402,1.3725490196078431,0.23529411764705882
Fiesta Taco (Chicken) - Small Hand Tossed Slice,77.7,5.0,20.0,6.0,1.0,2.0,250.0,10.0,150.0,1.5,0.0,0.888888888888889,0.4444444444444445,0.8658008658008658,1.388888888888889,0.26666666666666666
Garden Fresh *Local Specialty* - Small Hand Tossed Slice,76.7,3.5,18.0,5.0,1.0,1.0,220.0,10.0,120.0,1.5,0.0,1.0,0.5555555555555556,0.7575757575757576,1.5277777777777777,0.2777777777777778
Ohio's Best *Local Specialty* - Small Hand Tossed Slice,76.6,6.0,17.0,6.0,1.0,1.0,300.0,15.0,150.0,2.5,0.0,0.7555555555555555,0.6666666666666667,1.0389610389610389,1.6666666666666667,0.26666666666666666
Super Supreme - Small Hand Tossed Slice,81.4,9.0,17.0,7.0,1.0,1.0,380.0,20.0,170.0,3.5,0.0,0.6666666666666667,0.7843137254901961,1.3750954927425516,1.8627450980392157,0.27450980392156865
Taco Pizza *Local Specialty* - Small Hand Tossed Slice,74.4,5.0,18.0,6.0,1.0,2.0,250.0,15.0,140.0,2.5,0.0,0.8571428571428571,0.7142857142857143,0.9276437847866419,1.4880952380952381,0.28571428571428575
Super Supreme - Small Thin 'N Crispy® Slice,72.7,8.0,14.0,7.0,2.0,1.0,390.0,20.0,150.0,3.0,0.0,0.6222222222222222,0.888888888888889,1.3852813852813854,2.166666666666667,0.3111111111111111
American Chicken Club *Local Specialty* - Medium Original Pan™ Slice,124.8,15.0,29.0,11.0,2.0,2.0,490.0,30.0,300.0,5.0,0.0,0.6444444444444445,0.6666666666666667,1.2987012987012987,1.3611111111111112,0.24444444444444446
Badger Special *Local Specialty* - Medium Original Pan™ Slice,113.8,12.0,28.0,11.0,1.0,2.0,490.0,25.0,270.0,5.0,0.0,0.691358024691358,0.6172839506172839,1.1544011544011545,1.5123456790123457,0.271604938271605
BBQ Beef - Medium Original Pan™ Slice,118.1,12.0,31.0,12.0,4.0,2.0,540.0,25.0,280.0,4.5,0.0,0.7380952380952381,0.5952380952380952,1.1131725417439704,1.6071428571428572,0.28571428571428575
BBQ Chicken *Local Specialty* - Medium Original Pan™ Slice,111.1,9.0,33.0,12.0,6.0,2.0,470.0,30.0,260.0,3.5,0.0,0.8461538461538461,0.7692307692307693,0.8991008991008992,1.5064102564102564,0.3076923076923077
BBQ Lover's *Local Specialty* - Medium Original Pan™ Slice,108.5,12.0,33.0,11.0,6.0,2.0,530.0,25.0,290.0,4.5,0.0,0.7586206896551725,0.574712643678161,1.0747872816838333,1.5229885057471266,0.25287356321839083
BLT *Local Specialty* - Medium Original Pan™ Slice,115.2,15.0,27.0,10.0,1.0,2.0,440.0,25.0,290.0,4.5,0.0,0.6206896551724138,0.574712643678161,1.3434841021047916,1.264367816091954,0.22988505747126436
Fiesta Taco (Beef) - Medium Original Pan™ Slice,141.3,14.0,35.0,11.0,2.0,4.0,560.0,20.0,310.0,4.5,0.0,0.7526881720430108,0.43010752688172044,1.1730205278592374,1.5053763440860215,0.23655913978494625
Fiesta Taco (Chicken) - Medium Original Pan™ Slice,142.3,12.0,35.0,11.0,2.0,4.0,510.0,20.0,290.0,3.5,0.0,0.8045977011494253,0.45977011494252873,1.0747872816838333,1.4655172413793103,0.25287356321839083
Garden Chicken *Local Specialty* - Medium Original Pan™ Slice,118.0,9.0,29.0,11.0,1.0,2.0,440.0,20.0,240.0,3.5,0.0,0.8055555555555556,0.5555555555555556,0.974025974025974,1.5277777777777777,0.3055555555555555
Garden Fresh *Local Specialty* - Medium Original Pan™ Slice,129.1,9.0,29.0,9.0,2.0,2.0,400.0,15.0,240.0,3.5,0.0,0.8055555555555556,0.4166666666666667,0.974025974025974,1.388888888888889,0.25
Hawaiian *Local Specialty* - Medium Original Pan™ Slice,113.7,9.0,30.0,10.0,3.0,2.0,500.0,20.0,240.0,3.5,0.0,0.8333333333333334,0.5555555555555556,0.974025974025974,1.7361111111111114,0.2777777777777778
Hawaiian Luau - Medium Original Pan™ Slice,108.5,10.0,29.0,10.0,2.0,2.0,480.0,20.0,240.0,3.5,0.0,0.8055555555555556,0.5555555555555556,1.0822510822510822,1.6666666666666667,0.2777777777777778
Ohio's Best *Local Specialty* - Medium Original Pan™ Slice,133.2,14.0,29.0,11.0,2.0,2.0,540.0,25.0,280.0,5.0,0.0,0.6904761904761906,0.5952380952380952,1.2987012987012987,1.6071428571428572,0.2619047619047619
Super Supreme - Medium Original Pan™ Slice,139.4,16.0,29.0,13.0,2.0,2.0,670.0,35.0,310.0,6.0,0.0,0.6236559139784946,0.7526881720430108,1.3405948889819856,1.8010752688172043,0.2795698924731183
Taco Pizza *Local Specialty* - Medium Original Pan™ Slice,146.7,14.0,32.0,13.0,2.0,4.0,560.0,30.0,310.0,6.0,0.0,0.6881720430107527,0.6451612903225806,1.1730205278592374,1.5053763440860215,0.2795698924731183
American Chicken Club *Local Specialty* - Medium Hand Tossed Slice,113.7,12.0,26.0,10.0,2.0,2.0,430.0,25.0,260.0,4.0,0.0,0.6666666666666667,0.6410256410256411,1.1988011988011988,1.3782051282051282,0.25641025641025644
Badger Special *Local Specialty* - Medium Hand Tossed Slice,102.5,9.0,26.0,10.0,1.0,2.0,420.0,25.0,230.0,4.5,0.0,0.7536231884057971,0.7246376811594203,1.0163749294184077,1.5217391304347825,0.2898550724637681
BBQ Beef - Medium Hand Tossed Slice,107.5,9.0,29.0,11.0,4.0,2.0,480.0,25.0,240.0,4.0,0.0,0.8055555555555556,0.6944444444444445,0.974025974025974,1.6666666666666667,0.3055555555555555
BBQ Chicken *Local Specialty* - Medium Hand Tossed Slice,99.4,6.0,30.0,11.0,6.0,2.0,400.0,25.0,220.0,2.5,0.0,0.9090909090909091,0.7575757575757576,0.7083825265643447,1.5151515151515151,0.33333333333333337
BBQ Lover's *Local Specialty* - Medium Hand Tossed Slice,97.1,9.0,30.0,10.0,6.0,2.0,470.0,25.0,240.0,4.0,0.0,0.8333333333333334,0.6944444444444445,0.974025974025974,1.6319444444444444,0.2777777777777778
BLT *Local Specialty* - Medium Hand Tossed Slice,104.1,12.0,25.0,9.0,1.0,2.0,380.0,25.0,250.0,4.0,0.0,0.6666666666666667,0.6666666666666667,1.2467532467532467,1.2666666666666668,0.24
Fiesta Taco (Beef) - Medium Hand Tossed Slice,131.7,12.0,33.0,10.0,2.0,3.0,500.0,20.0,280.0,4.0,0.0,0.7857142857142857,0.47619047619047616,1.1131725417439704,1.4880952380952381,0.23809523809523808
Fiesta Taco (Chicken) - Medium Hand Tossed Slice,132.8,9.0,33.0,11.0,2.0,3.0,450.0,20.0,250.0,3.0,0.0,0.8800000000000001,0.5333333333333333,0.9350649350649349,1.5,0.29333333333333333
Garden Chicken *Local Specialty* - Medium Hand Tossed Slice,106.8,6.0,26.0,10.0,1.0,2.0,380.0,20.0,200.0,3.0,0.0,0.8666666666666667,0.6666666666666667,0.7792207792207791,1.5833333333333333,0.33333333333333337
Garden Fresh *Local Specialty* - Medium Hand Tossed Slice,118.0,6.0,27.0,8.0,2.0,2.0,340.0,15.0,190.0,2.5,0.0,0.9473684210526316,0.5263157894736842,0.8202323991797676,1.4912280701754386,0.2807017543859649
Hawaiian *Local Specialty* - Medium Hand Tossed Slice,103.5,5.0,27.0,9.0,3.0,2.0,450.0,15.0,190.0,2.5,0.0,0.9473684210526316,0.5263157894736842,0.683526999316473,1.9736842105263157,0.31578947368421056
Hawaiian Luau - Medium Hand Tossed Slice,98.6,7.0,27.0,9.0,2.0,2.0,420.0,20.0,210.0,3.0,0.0,0.8571428571428571,0.6349206349206349,0.8658008658008658,1.6666666666666667,0.28571428571428575
Ohio's Best *Local Specialty* - Medium Hand Tossed Slice,123.3,10.0,27.0,10.0,2.0,2.0,480.0,25.0,240.0,4.5,0.0,0.75,0.6944444444444445,1.0822510822510822,1.6666666666666667,0.2777777777777778
Super Supreme - Medium Hand Tossed Slice,130.5,14.0,27.0,12.0,2.0,2.0,620.0,30.0,280.0,5.0,0.0,0.6428571428571429,0.7142857142857143,1.2987012987012987,1.8452380952380953,0.28571428571428575
