Item,Serving Size,Total Fat,Carbohydrates,Protein,Sugar,Fiber,Sodium,Cholesterol,Calories,Saturated Fat,Trans Fat,Price,Carbs Metric,Cholesterol Metric,Protein Metric,Fat Metric,Sodium Metric,Saturated Fat Metric
"Footlong Black Forest Ham, Egg & Cheese",406,28.0,90,48,12,8,2300,370,800,10.0,0.0,3.50,0.75,3.0833333333333335,2.4,0.9090909090909092,2.3958333333333335,1.25
"Footlong Black Forest Ham, Egg & Cheese Flatbread",422,32.0,88,46,6,8,2420,370,820,10.0,0.0,3.50,0.7154471544715447,3.008130081300813,2.2439024390243905,1.0136205258156477,2.459349593495935,1.2195121951219512
"Footlong Black Forest Ham, Egg White & Cheese",406,18.0,90,50,12,8,2360,50,720,5.0,0.0,3.50,0.8333333333333334,0.462962962962963,2.7777777777777777,0.6493506493506493,2.7314814814814814,0.6944444444444444
"Footlong Black Forest Ham, Egg White & Cheese Flatbread",422,22.0,88,50,6,8,2500,50,740,5.0,0.0,3.50,0.7927927927927929,0.4504504504504505,2.7027027027027026,0.7722007722007722,2.8153153153153156,0.6756756756756757
Footlong Breakfast B.M.T,522,46.0,94,58,14,10,3260,410,1000,16.0,0.0,6.00,0.6266666666666667,2.7333333333333334,2.3200000000000003,1.1948051948051948,2.716666666666667,1.6
Footlong Breakfast B.M.T Flatbread,540,50.0,92,56,10,10,3380,410,1040,16.0,0.0,3.50,0.5897435897435898,2.628205128205128,2.153846153846154,1.2487512487512489,2.7083333333333335,1.5384615384615385
Footlong Breakfast B.M.T Flatbread with Egg White,540,40.0,92,60,10,8,3460,90,960,12.0,0.0,3.50,0.638888888888889,0.625,2.5,1.0822510822510822,3.0034722222222223,1.25
Footlong Breakfast B.M.T with Egg White,522,34.0,94,60,14,10,3340,90,940,12.0,0.0,4.25,0.6666666666666667,0.6382978723404256,2.553191489361702,0.9394860458690245,2.9609929078014185,1.276595744680851
Footlong Egg & Cheese,348,26.0,88,38,10,8,1760,340,740,9.0,0.0,6.00,0.7927927927927929,3.0630630630630633,2.0540540540540544,0.9126009126009127,1.9819819819819822,1.2162162162162162
Footlong Egg & Cheese Flatbread,366,30.0,84,38,4,8,1900,340,760,10.0,0.0,3.50,0.7368421052631579,2.982456140350877,2.0,1.0252904989747094,2.0833333333333335,1.3157894736842104
Footlong Egg White & Cheese,348,16.0,88,40,10,8,1840,20,660,4.0,0.0,6.00,0.888888888888889,0.20202020202020204,2.4242424242424243,0.6296733569460842,2.3232323232323235,0.6060606060606061
Footlong Egg White & Cheese Flatbread,366,20.0,86,40,4,8,1960,20,680,5.0,0.0,3.50,0.8431372549019608,0.19607843137254902,2.3529411764705883,0.7639419404125286,2.4019607843137254,0.7352941176470588
Footlong Mega Melt,492,58.0,90,70,12,8,3660,430,1180,22.0,0.0,5.50,0.5084745762711865,2.4293785310734464,2.3728813559322033,1.2766894122826327,2.5847457627118646,1.864406779661017
Footlong Mega Melt Flatbread,510,62.0,88,68,6,8,3780,430,1200,22.0,0.0,3.50,0.48888888888888893,2.388888888888889,2.2666666666666666,1.341991341991342,2.625,1.8333333333333333
Footlong Mega Melt Flatbread with Egg White,510,52.0,90,72,6,8,3860,110,1120,18.0,0.0,3.50,0.5357142857142858,0.6547619047619048,2.571428571428571,1.2059369202226344,2.8720238095238098,1.607142857142857
Footlong Mega Melt with Egg White,492,48.0,92,72,12,8,3720,110,1100,18.0,0.0,5.25,0.5575757575757576,0.6666666666666667,2.618181818181818,1.1334120425029517,2.8181818181818183,1.6363636363636365
"Footlong Sausage, Egg & Cheese",462,48.0,90,58,12,8,2800,410,1020,18.0,0.0,6.00,0.5882352941176471,2.6797385620915035,2.2745098039215685,1.2223071046600458,2.2875816993464055,1.7647058823529411
"Footlong Sausage, Egg & Cheese Flatbread",480,52.0,88,58,6,8,2940,410,1040,18.0,0.0,3.50,0.5641025641025642,2.628205128205128,2.230769230769231,1.2987012987012987,2.355769230769231,1.7307692307692308
"Footlong Sausage, Egg White & Cheese",462,36.0,90,60,10,8,2880,90,940,14.0,0.0,6.00,0.6382978723404256,0.6382978723404256,2.553191489361702,0.9947499309201436,2.5531914893617023,1.4893617021276597
"Footlong Sausage, Egg White & Cheese Flatbread",480,42.0,88,60,6,8,3000,90,960,14.0,0.0,3.50,0.611111111111111,0.625,2.5,1.1363636363636362,2.604166666666667,1.4583333333333333
"Footlong Steak, Egg & Cheese",434,30.0,92,56,12,8,2420,390,880,12.0,0.0,6.00,0.6969696969696969,2.9545454545454546,2.545454545454545,0.8854781582054309,2.291666666666667,1.3636363636363635
"Footlong Steak, Egg & Cheese Flatbread",450,36.0,90,56,8,8,2560,390,900,12.0,0.0,3.50,0.6666666666666667,2.8888888888888893,2.488888888888889,1.0389610389610389,2.3703703703703707,1.3333333333333335
"Footlong Steak, Egg White & Cheese",434,20.0,92,58,12,8,2500,70,800,6.0,0.0,6.00,0.7666666666666667,0.5833333333333334,2.9,0.6493506493506493,2.604166666666667,0.75
"Footlong Steak, Egg White & Cheese Flatbread",450,24.0,90,58,6,8,2640,70,820,6.0,0.0,3.50,0.7317073170731707,0.5691056910569107,2.8292682926829267,0.7602153943617359,2.682926829268293,0.7317073170731708
Footlong Sunrise Subway Melt,562,40.0,96,68,16,10,3620,410,1020,14.0,0.0,6.00,0.6274509803921569,2.6797385620915035,2.6666666666666665,1.0185892538833714,2.957516339869281,1.3725490196078431
Footlong Sunrise Subway Melt Flatbread,580,44.0,94,68,10,8,3760,410,1060,14.0,0.0,7.75,0.5911949685534591,2.578616352201258,2.5660377358490565,1.0781671159029649,2.955974842767296,1.3207547169811322
Footlong Sunrise Subway Melt Flatbread with Egg White,580,34.0,94,70,10,8,3820,80,980,10.0,0.0,3.50,0.6394557823129252,0.5442176870748299,2.8571428571428568,0.9011396766498807,3.2482993197278915,1.0204081632653061
Footlong Sunrise Subway Melt with Egg White,562,30.0,96,72,16,10,3700,80,940,10.0,0.0,4.75,0.6808510638297872,0.5673758865248227,3.0638297872340425,0.8289582757667864,3.280141843971631,1.0638297872340425
Cheese Flatizza,157,16.0,43,21,3,4,810,35,400,8.0,0.0,3.50,0.7166666666666667,0.5833333333333334,2.1,1.0389610389610389,1.6875,2.0
Pepperoni Flatizza,181,26.0,44,26,4,4,1340,60,500,12.0,0.0,3.50,0.5866666666666667,0.8,2.08,1.3506493506493507,2.2333333333333334,2.4
Spicy Italian Flatizza,181,25.0,44,26,4,4,1290,60,500,11.0,0.0,3.50,0.5866666666666667,0.8,2.08,1.2987012987012987,2.1500000000000004,2.1999999999999997
Veggie Flatizza,191,17.0,45,22,4,5,850,35,410,8.0,0.0,3.50,0.7317073170731707,0.5691056910569107,2.1463414634146343,1.0769718086791258,1.7276422764227644,1.951219512195122
Bacon Pizza,323,31.0,98,37,8,4,2060,70,840,12.0,0.5,1.50,0.7777777777777778,0.5555555555555556,1.761904761904762,0.95856524427953,2.043650793650794,1.4285714285714286
Cheese Pizza,293,23.0,97,28,7,4,1530,50,720,9.0,0.5,3.50,0.8981481481481481,0.462962962962963,1.5555555555555556,0.8297258297258296,1.7708333333333335,1.25
Meatball Pizza,344,33.0,100,37,7,5,1840,80,860,14.0,1.0,6.00,0.7751937984496124,0.6201550387596899,1.7209302325581397,0.9966777408637875,1.7829457364341084,1.627906976744186
Pepperoni Pizza,323,33.0,97,35,8,4,1800,70,840,13.0,1.0,3.50,0.7698412698412699,0.5555555555555556,1.6666666666666665,1.0204081632653061,1.7857142857142858,1.5476190476190477
Sausage Pizza,336,35.0,98,35,8,4,1870,80,860,14.0,0.5,3.50,0.7596899224806202,0.6201550387596899,1.6279069767441863,1.0570824524312896,1.8120155038759689,1.627906976744186
9-Grain Honey Oat Bread,82,2.5,43,8,6,4,280,0,230,0.5,0.0,6.00,1.2463768115942029,0.0,1.391304347826087,0.282326369282891,1.0144927536231885,0.21739130434782608
9-Grain Wheat Bread,78,2.0,40,8,5,4,270,0,210,0.5,0.0,1.80,1.2698412698412698,0.0,1.523809523809524,0.24737167594310452,1.0714285714285716,0.2380952380952381
Artisan Flatbread,87,4.5,39,7,2,4,340,0,230,1.0,0.0,3.50,1.1304347826086956,0.0,1.2173913043478262,0.5081874647092038,1.2318840579710144,0.43478260869565216
Bagel,105,1.5,56,11,1,2,560,0,290,0.0,0.0,1.10,1.2873563218390804,0.0,1.5172413793103448,0.13434841021047916,1.6091954022988506,0.0
Gluten-Free Bread,113,12.0,52,6,7,3,800,0,340,7.0,0.0,6.00,1.019607843137255,0.0,0.7058823529411764,0.9167303284950343,1.9607843137254903,2.0588235294117645
Habanero Wrap,102,8.0,50,9,1,0,690,0,300,3.5,0.0,1.10,1.1111111111111112,0.0,1.2,0.6926406926406927,1.9166666666666665,1.1666666666666667
Harvest Bread,82,3.0,41,10,5,4,280,0,230,0.5,0.0,6.00,1.1884057971014492,0.0,1.7391304347826086,0.3387916431394692,1.0144927536231885,0.21739130434782608
Hearty Italian Bread,75,2.5,40,7,3,2,340,0,210,0.5,0.0,6.00,1.2698412698412698,0.0,1.3333333333333333,0.30921459492888065,1.3492063492063493,0.2380952380952381
Italian Herbs & Cheese Bread,82,5.0,41,9,3,2,530,10,240,2.0,0.0,6.00,1.138888888888889,0.2777777777777778,1.5,0.5411255411255411,1.840277777777778,0.8333333333333334
Italian White Bread,71,2.5,38,7,3,1,340,0,200,0.5,0.0,6.00,1.2666666666666668,0.0,1.4000000000000001,0.3246753246753247,1.4166666666666667,0.25
Jalapeno Cheese/Cheddar Bread,85,5.0,40,9,3,2,690,10,240,2.0,0.0,2.50,1.1111111111111112,0.2777777777777778,1.5,0.5411255411255411,2.3958333333333335,0.8333333333333334
Monterey Cheddar Bread,82,6.0,38,10,3,2,410,10,240,2.5,0.0,2.50,1.0555555555555556,0.2777777777777778,1.6666666666666665,0.6493506493506493,1.4236111111111112,1.0416666666666665
Parmesan Oregano Bread,75,2.5,40,7,3,2,490,0,210,0.5,0.0,1.80,1.2698412698412698,0.0,1.3333333333333333,0.30921459492888065,1.9444444444444446,0.2380952380952381
Roasted Garlic Bread,82,2.5,44,8,4,2,1260,0,230,0.5,0.0,6.00,1.2753623188405798,0.0,1.391304347826087,0.282326369282891,4.565217391304349,0.21739130434782608
Rye Bread,78,2.5,34,8,4,4,330,0,190,0.0,0.0,6.00,1.192982456140351,0.0,1.6842105263157894,0.3417634996582365,1.4473684210526316,0.0
Sourdough Bread,78,1.5,36,9,3,1,310,0,190,0.0,0.0,6.00,1.2631578947368423,0.0,1.8947368421052633,0.2050580997949419,1.3596491228070176,0.0
Spinach Wrap,102,8.0,48,8,1,2,780,0,300,3.5,0.0,6.00,1.0666666666666667,0.0,1.0666666666666667,0.6926406926406927,2.166666666666667,1.1666666666666667
Tomato Basil Wrap,102,8.0,49,8,1,2,730,0,300,3.5,0.0,2.50,1.088888888888889,0.0,1.0666666666666667,0.6926406926406927,2.0277777777777777,1.1666666666666667
BBQ Pulled Pork,113,6.0,18,15,18,0,700,45,200,4.0,0.0,0.75,0.6,1.5,3.0,0.7792207792207791,2.916666666666667,2.0
BBQ Rib Patty,78,22.0,4,12,3,0,470,45,260,0.5,0.0,6.00,0.10256410256410257,1.153846153846154,1.8461538461538463,2.197802197802198,1.5064102564102564,0.19230769230769232
Buffalo Chicken Strips,85,2.0,1,16,0,0,620,50,90,0.0,0.0,6.00,0.07407407407407408,3.703703703703704,7.111111111111112,0.5772005772005773,5.740740740740741,0.0
Chicken Enchilada,85,4.0,7,12,2,1,410,0,120,0.0,0.0,4.75,0.3888888888888889,0.0,4.0,0.8658008658008658,2.8472222222222223,0.0
Chicken Strips,71,1.5,0,16,0,0,210,50,80,1.5,0.0,7.50,0.0,4.166666666666667,8.0,0.487012987012987,2.1875,1.875
Corned Beef,99,3.0,4,26,4,0,1070,65,150,3.0,0.0,6.00,0.17777777777777778,2.8888888888888893,6.933333333333334,0.5194805194805194,5.944444444444445,2.0
Egg Patty,85,7.0,3,9,0,0,410,160,120,3.0,0.0,6.00,0.16666666666666669,8.88888888888889,3.0,1.5151515151515151,2.8472222222222223,2.5
Egg Salad,85,23.0,1,8,1,0,170,255,250,0.0,0.0,0.75,0.02666666666666667,6.800000000000001,1.28,2.3896103896103895,0.5666666666666668,0.0
Egg White Patty,85,2.0,3,11,0,0,440,0,80,0.5,0.0,6.00,0.25,0.0,5.5,0.6493506493506493,4.583333333333334,0.625
Falafel,85,6.0,28,9,1,8,0,0,200,2.5,0.0,2.50,0.9333333333333335,0.0,1.7999999999999998,0.7792207792207791,0.0,1.25
Fish Filet,90,8.0,18,11,1,1,630,30,190,1.5,0.0,4.50,0.6315789473684211,1.0526315789473684,2.3157894736842106,1.0936431989063569,2.7631578947368425,0.7894736842105263
Italian Hero Meats,85,18.0,3,14,2,0,1070,65,230,6.0,0.5,6.00,0.08695652173913043,1.8840579710144927,2.4347826086956523,2.0327498588368154,3.876811594202899,2.608695652173913
Meatballs,139,16.0,16,13,6,3,720,40,260,0.0,1.0,6.00,0.4102564102564103,1.0256410256410258,2.0,1.5984015984015985,2.307692307692308,0.0
Orchard Chicken Salad,85,5.0,10,12,8,1,250,40,140,0.0,0.0,6.00,0.47619047619047616,1.9047619047619047,3.428571428571429,0.9276437847866419,1.4880952380952381,0.0
Roast Beef,71,2.5,1,16,1,0,390,45,90,6.0,0.0,6.00,0.07407407407407408,3.3333333333333335,7.111111111111112,0.7215007215007214,3.611111111111111,6.666666666666667
Roasted Chicken Patty,71,2.5,2,15,1,0,330,45,90,0.5,0.0,6.00,0.14814814814814817,3.3333333333333335,6.666666666666666,0.7215007215007214,3.0555555555555554,0.5555555555555556
Rotisserie-Style Chicken,85,3.5,1,21,0,0,380,55,120,0.0,0.0,2.50,0.05555555555555556,3.0555555555555554,7.0,0.7575757575757576,2.638888888888889,0.0
Seafood Sensation,71,17.0,8,4,2,0,500,15,190,2.0,0.0,6.00,0.2807017543859649,0.5263157894736842,0.8421052631578947,2.3239917976760083,2.192982456140351,1.0526315789473684
Steak,71,4.0,4,15,2,0,550,40,110,1.0,0.5,6.00,0.24242424242424243,2.4242424242424243,5.454545454545454,0.9445100354191263,4.166666666666667,0.9090909090909091
Subway Club Meats,78,2.5,2,15,1,0,560,40,90,3.0,0.0,6.00,0.14814814814814817,2.962962962962963,6.666666666666666,0.7215007215007214,5.185185185185185,3.3333333333333335
Teriyaki Glazed Chicken Strips,85,2.0,5,16,2,0,400,50,100,0.5,0.0,6.00,0.33333333333333337,3.3333333333333335,6.4,0.5194805194805194,3.3333333333333335,0.5
Tuna,74,23.0,0,12,0,0,300,40,250,2.0,0.5,6.00,0.0,1.0666666666666667,1.92,2.3896103896103895,1.0,0.8
Veggie Patty,85,8.0,8,13,2,3,520,0,160,2.0,0.0,6.00,0.33333333333333337,0.0,3.25,1.2987012987012987,2.7083333333333335,1.25
Apple Cinnamon Pecan Muffin,113,25.0,57,6,35,2,380,65,480,5.0,0.0,4.75,0.7916666666666666,0.9027777777777778,0.5,1.352813852813853,0.6597222222222222,1.0416666666666665
Banana Bread Muffin,113,25.0,53,6,29,2,330,40,460,3.5,0.0,0.75,0.7681159420289856,0.5797101449275363,0.5217391304347826,1.411631846414455,0.5978260869565217,0.7608695652173914
Blueberry Crumb Muffin,113,17.0,60,5,34,1,410,45,410,5.0,0.0,4.75,0.975609756097561,0.7317073170731707,0.4878048780487805,1.0769718086791258,0.8333333333333334,1.2195121951219512
Brownie,86,17.0,51,5,32,1,125,30,370,6.0,0.0,1.10,0.918918918918919,0.5405405405405406,0.5405405405405406,1.1934011934011934,0.28153153153153154,1.6216216216216217
"Brownie, Gluten Free",80,16.0,48,3,34,2,170,55,350,1.5,0.0,5.00,0.9142857142857144,1.0476190476190477,0.34285714285714286,1.1873840445269017,0.40476190476190477,0.4285714285714286
Chocolate Chunk Muffin,113,27.0,63,5,40,2,380,75,510,8.0,0.0,4.25,0.823529411764706,0.9803921568627452,0.39215686274509803,1.3750954927425516,0.6209150326797386,1.5686274509803921
Cinnamon Rolls,163,27.0,83,9,33,3,730,5,610,13.0,0.0,6.00,0.907103825136612,0.054644808743169404,0.5901639344262295,1.1496700021290185,0.9972677595628415,2.1311475409836063
Croissant,85,11.0,34,5,4,1,300,30,260,7.0,0.0,1.70,0.8717948717948719,0.7692307692307693,0.7692307692307693,1.098901098901099,0.9615384615384615,2.6923076923076925
Triple Berry Muffin,113,17.0,55,7,30,5,430,50,400,4.5,0.0,4.25,0.9166666666666667,0.8333333333333334,0.7000000000000001,1.103896103896104,0.8958333333333334,1.125
Beef Chili with Beans Soup,255,22.0,20,21,6,5,800,70,360,8.0,1.5,2.50,0.37037037037037035,1.2962962962962963,2.3333333333333335,1.5873015873015872,1.851851851851852,2.2222222222222223
Black Bean Soup,255,1.0,39,12,6,15,860,0,210,0.0,0.0,2.50,1.2380952380952381,0.0,2.2857142857142856,0.12368583797155226,3.4126984126984126,0.0
Broccoli Cheddar Soup,255,9.0,18,5,4,1,630,25,170,5.0,0.0,2.50,0.7058823529411765,0.9803921568627452,1.1764705882352942,1.3750954927425516,3.088235294117647,2.941176470588235
Creamy Chicken & Dumplings Soup,245,4.5,20,8,3,3,740,35,150,2.0,0.0,2.50,0.888888888888889,1.5555555555555556,2.1333333333333333,0.7792207792207791,4.111111111111112,1.3333333333333335
Creamy Chicken & Wild Rice Soup,240,11.0,16,7,3,1,820,40,190,6.0,0.5,2.50,0.5614035087719298,1.4035087719298245,1.4736842105263157,1.5037593984962405,3.5964912280701755,3.1578947368421053
French Onion Soup,219,6.0,19,5,1,1,940,15,150,3.5,0.0,6.00,0.8444444444444446,0.6666666666666667,1.3333333333333333,1.0389610389610389,5.222222222222222,2.3333333333333335
Homestyle Chicken Noodle Soup,255,3.0,14,8,2,1,720,30,110,1.5,0.0,2.50,0.8484848484848484,1.8181818181818181,2.909090909090909,0.7083825265643447,5.454545454545455,1.3636363636363635
Loaded Baked Potato with Bacon Soup,255,13.0,15,5,4,1,800,35,210,7.0,0.0,2.50,0.47619047619047616,1.1111111111111112,0.9523809523809523,1.6079158936301794,3.1746031746031744,3.3333333333333335
Spicy Chicken Tortilla Soup,227,4.5,12,6,3,2,660,10,110,1.0,0.0,6.00,0.7272727272727273,0.6060606060606061,2.1818181818181817,1.062573789846517,5.0,0.9090909090909091
Tomato Basil Soup,236,6.0,15,4,7,2,700,20,130,3.5,0.0,2.50,0.7692307692307693,1.0256410256410258,1.2307692307692308,1.1988011988011988,4.487179487179488,2.6923076923076925
